plotcode,visit,lulc,phase,date,season,common_name,scientific_name,family,order,cue,individual
F2,2,forest,1,07/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F2,2,forest,1,07/12/2021,pre-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,sight,1
F2,2,forest,1,07/12/2021,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F2,2,forest,1,07/12/2021,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
F2,2,forest,1,07/12/2021,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
F2,2,forest,1,07/12/2021,pre-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F2,2,forest,1,07/12/2021,pre-winter,Red-headed Trogon,Harpactes erythrocephalus,Trogonidae,Trogoniformes,sight,1
F2,2,forest,1,07/12/2021,pre-winter,Rufous-winged Fulvetta,Schoeniparus castaneceps,Pellorneidae,Passeriformes,call,1
F2,2,forest,1,07/12/2021,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Scaly-breasted Cupwing,Pnoepyga albiventer,Pnoepygidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,2
B1,2,bamboo,1,21/12/2021,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,White-spectacled Warbler,Phylloscopus intermedius,Phylloscopidae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
F3,2,forest,1,08/12/2021,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F8,2,forest,1,08/12/2021,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
F8,2,forest,1,08/12/2021,pre-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F8,2,forest,1,08/12/2021,pre-winter,Rufous-winged Fulvetta,Schoeniparus castaneceps,Pellorneidae,Passeriformes,call,1
F8,2,forest,1,08/12/2021,pre-winter,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes,call,1
F8,2,forest,1,08/12/2021,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,sight,1
F1,2,forest,1,09/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Black-crowned Scimitar Babbler,Pomatorhinus ferruginosus,Timaliidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Black-throated Tit,Aegithalos concinnus,Aegithalidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Blue-winged Laughingthrush,Trochalopteron squamatum,Leiotrichidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Mountain Bulbul,Ixos mcclellandii,Pycnonotidae,Passeriformes,sight,1
F1,2,forest,1,09/12/2021,pre-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,sight,3
F1,2,forest,1,09/12/2021,pre-winter,Scaly-breasted Cupwing,Pnoepyga albiventer,Pnoepygidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,1
B3,3,bamboo,2,22/02/2022,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F1,2,forest,1,09/12/2021,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Grey-hooded Warbler,Phylloscopus xanthoschistos,Phylloscopidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Mountain Bulbul,Ixos mcclellandii,Pycnonotidae,Passeriformes,sight,1
B3,8,bamboo,4,08/03/2023,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,sight,4
F4,1,forest,1,10/12/2021,pre-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Rufous-bellied Niltava,Niltava sundara,Muscicapidae,Passeriformes,sight,1
F4,1,forest,1,10/12/2021,pre-winter,Scaly Laughingthrush,Trochalopteron subunicolor,Leiothrichidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Scaly-breasted Cupwing,Pnoepyga albiventer,Pnoepygidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Sikkim Treecreeper,Certhia discolor,Certhiidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Speckled Wood-Pigeon,Columba hodgsonii,Columbidae,Columbiformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,call,2
F7,1,forest,1,10/12/2021,pre-winter,Black-throated Sunbird,Aethopyga saturata,Nectariniidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Large Niltava,Niltava grandis,Muscicapidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Lesser racket-tailed Drongo,Dicrurus remifer,Dicruridae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Red-tailed Minla,Minla ignotincta,Leiotrichidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Sikkim Treecreeper,Certhia discolor,Certhiidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,1
F7,1,forest,1,10/12/2021,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
B1,1,bamboo,1,12/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B1,1,bamboo,1,12/12/2021,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B1,1,bamboo,1,12/12/2021,pre-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B1,1,bamboo,1,12/12/2021,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B1,1,bamboo,1,12/12/2021,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B1,1,bamboo,1,12/12/2021,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B1,1,bamboo,1,12/12/2021,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
A4,1,abandoned,1,13/12/2021,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,sight,3
A4,1,abandoned,1,13/12/2021,pre-winter,Scaly-breasted Munia,Lonchura punctulata,Estrildidae,Passeriformes,call,1
J3,1,jhum,1,13/12/2021,pre-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,1
J3,1,jhum,1,13/12/2021,pre-winter,Dark-breasted Rosefinch,Procarduelis nipalensis,Fringillidae,Passeriformes,sight,1
J3,1,jhum,1,13/12/2021,pre-winter,Daurian Redstart,Phoenicurus auroreus,Muscicapidae,Passeriformes,sight,1
J3,1,jhum,1,13/12/2021,pre-winter,Grey-backed Shrike,Lanius tephronotus,Laniidae,Passeriformes,sight,1
B2,2,bamboo,1,15/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B2,2,bamboo,1,15/12/2021,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B2,2,bamboo,1,15/12/2021,pre-winter,Black-crowned Scimitar Babbler,Pomatorhinus ferruginosus,Timaliidae,Passeriformes,call,1
B3,4,bamboo,2,03/03/2022,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B2,2,bamboo,1,15/12/2021,pre-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
F7,8,forest,4,11/03/2023,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,sight,10
B3,2,bamboo,1,15/12/2021,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Timaliidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,sight,10
B7,2,bamboo,1,16/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B7,2,bamboo,1,16/12/2021,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B7,2,bamboo,1,16/12/2021,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B7,2,bamboo,1,16/12/2021,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B7,2,bamboo,1,16/12/2021,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B7,2,bamboo,1,16/12/2021,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,1
B7,2,bamboo,1,16/12/2021,pre-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
B7,2,bamboo,1,16/12/2021,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,call,1
B8,2,bamboo,1,16/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B8,2,bamboo,1,16/12/2021,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B8,2,bamboo,1,16/12/2021,pre-winter,Black-crowned Scimitar Babbler,Pomatorhinus ferruginosus,Timaliidae,Passeriformes,call,1
B8,2,bamboo,1,16/12/2021,pre-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,1
B8,2,bamboo,1,16/12/2021,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B8,2,bamboo,1,16/12/2021,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B8,2,bamboo,1,16/12/2021,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B8,2,bamboo,1,16/12/2021,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Black-crowned Scimitar Babbler,Pomatorhinus ferruginosus,Timaliidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Scaly-breasted Cupwing,Pnoepyga albiventer,Pnoepygidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
F4,2,forest,1,17/12/2021,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,sight,1
F4,2,forest,1,17/12/2021,pre-winter,Yellow-billed Blue-Magpie,Urocissa flavirostris,Corvidae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,sight,8
F7,2,forest,1,17/12/2021,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,sight,6
F7,2,forest,1,17/12/2021,pre-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Bronzed Drongo,Dicrurus aeneus,Dicruridae,Passeriformes,sight,1
F7,2,forest,1,17/12/2021,pre-winter,Common Green Magpie,Cissa chinensis,Corvidae,Passeriformes,sight,1
F7,2,forest,1,17/12/2021,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Large Niltava,Niltava grandis,Muscicapidae,Passeriformes,call,1
F2,1,forest,1,20/11/2021,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,White-bellied Erpornis,Erpornis zantholeuca,Vireonidae,Passeriformes,sight,20
F7,2,forest,1,17/12/2021,pre-winter,White-spectacled Warbler,Phylloscopus intermedius,Phylloscopidae,Passeriformes,sight,5
F7,2,forest,1,17/12/2021,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,sight,1
F7,2,forest,1,17/12/2021,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
A6,2,abandoned,1,18/12/2021,pre-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
A7,2,abandoned,1,18/12/2021,pre-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,2
A8,2,abandoned,1,18/12/2021,pre-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,5
A3,2,abandoned,1,19/12/2021,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,1
A3,2,abandoned,1,19/12/2021,pre-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,2
J2,2,jhum,1,19/12/2021,pre-winter,Grey Bushchat,Saxicola ferreus,Muscicapidae,Passeriformes,sight,2
J2,2,jhum,1,19/12/2021,pre-winter,Long-tailed Shrike,Lanius schach,Laniidae,Passeriformes,call,1
A4,2,abandoned,1,20/12/2021,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
J3,2,jhum,1,20/12/2021,pre-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,1
J3,2,jhum,1,20/12/2021,pre-winter,Green-backed Tit,Parus monticolus,Paridae,Passeriformes,sight,15
B1,2,bamboo,1,21/12/2021,pre-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B5,2,bamboo,1,21/11/2021,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,call,1
B5,2,bamboo,1,21/12/2021,pre-winter,Rufous-capped Babbler,Cyanoderma ruficeps,Timaliidae,Passeriformes,sight,1
B6,2,bamboo,1,21/12/2021,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,sight,2
B1,4,bamboo,2,11/02/2022,post-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
B1,4,bamboo,2,11/02/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B1,4,bamboo,2,11/02/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
B1,4,bamboo,2,11/02/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
B1,4,bamboo,2,11/02/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
